@timestamp,@billedDuration,@duration,@initDuration,total,4345.4945,4475.927
10:57.5,3864,3863.14,440.53,4304.53,,
24:06.7,4003,4002.58,449,4452,,
37:04.4,3920,3919.82,445.13,4365.13,,
50:04.9,3917,3916.22,441.11,4358.11,,
03:02.8,3825,3824.86,437.86,4262.86,,
15:54.2,3818,3817.28,434.3,4252.3,,
28:48.7,3943,3942.66,453.03,4396.03,,
41:33.6,3921,3920.77,452.62,4373.62,,
54:18.3,3861,3860.24,449.4,4310.4,,
07:15.5,3866,3865.29,438.34,4304.34,3900.95,4027.8
20:07.1,3792,3791.4,429.85,4221.85,,
32:52.5,4081,4080.92,439.9,4520.9,,
45:59.4,4025,4024.66,448.56,4473.56,,
58:54.7,3810,3809.87,435.57,4245.57,,
11:36.3,3976,3975.83,463.95,4439.95,,
24:37.9,3833,3832.62,440.22,4273.22,,
37:24.3,3957,3956.94,450.92,4407.92,,
50:08.8,3934,3933.1,452.03,4386.03,,
02:48.5,3843,3842.24,442.93,4285.93,,
15:54.2,3830,3829.64,445.64,4275.64,,
