@timestamp,@billedDuration,@duration,@initDuration,total,3979.8525,4102.896
00:00.9,3433,3432.2,425.16,3858.16,,
13:18.9,3656,3655.8,445.17,4101.17,,
26:17.4,3635,3634.17,450.95,4085.95,,
39:18.5,3476,3475.14,435.62,3911.62,,
52:11.8,3483,3482.76,426.64,3909.64,,
05:07.7,3485,3484.91,433.89,3918.89,,
18:03.5,3593,3592.28,441,4034,,
30:48.3,3653,3652.38,448.49,4101.49,,
43:30.2,3637,3636.56,459.15,4096.15,,
56:14.9,3604,3603.13,456.54,4060.54,,
09:22.1,3199,3198.15,415.93,3614.93,,
22:07.2,3589,3588.73,440.5,4029.5,3538.1,3656.75
35:02.1,3480,3479.65,432.72,3912.72,,
48:05.0,3509,3508.85,440.44,3949.44,,
00:50.7,3671,3670.38,458.61,4129.61,,
13:51.8,3508,3507.88,441.05,3949.05,,
26:39.8,3471,3470,439.21,3910.21,,
39:22.6,3620,3619.84,449.58,4069.58,,
52:03.8,3473,3472.23,453.21,3926.21,,
05:07.4,3587,3586.91,441.19,4028.19,,
