@timestamp,@billedDuration,@duration,@initDuration,total,7627.0805,7952.139
24:30.0,7079,7078.49,446.53,7525.53,,
37:28.0,7022,7021.72,443.48,7465.48,,
50:26.5,7359,7358.7,454.51,7813.51,,
03:25.9,6935,6934.87,442.49,7377.49,,
16:17.5,7406,7405.81,450.48,7856.48,,
29:13.9,9332,9331.7,437.66,9769.66,,
41:56.2,7033,7032.72,452.51,7485.51,7185.55,7502.3
54:41.7,6893,6892.9,431.27,7324.27,,
07:37.1,7264,7263.2,450.08,7714.08,,
20:30.5,7004,7003.29,434.35,7438.35,,
33:15.3,6888,6887.82,428.47,7316.47,,
46:21.5,6832,6831.16,434.06,7266.06,,
59:17.6,6877,6876.09,429.25,7306.25,,
12:02.2,7157,7156.1,437.27,7594.27,,
25:02.6,7101,7100.97,448.22,7549.22,,
37:48.1,6976,6975.4,437.94,7413.94,,
50:31.9,7117,7116.74,440.57,7557.57,,
03:12.2,7320,7319.57,457.83,7777.83,,
16:17.5,7079,7078.9,430.33,7509.33,,
29:00.5,7037,7036.55,443.31,7480.31,,
